city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	extracted_location_name	extracted_latitude	extracted_longitude
Kelloggsville	United States	A young girl in the 9th grade died in the math classroom, because of a brain tumor back in the 1960's.Her presence can be felt all the time and weird stuff happens randomly in that upstairs room.	Kelloggsville High School	Michigan	MI	-85.6651356	42.8767383			Kelloggsville High School	42.8767383	-85.6651356
Kent County	United States	Oakwood Cemetary - Oakwood stands on the corner of Cannonsburg and Brewer roads. Just west of Oakwood, until recently, stood the old Brewer family estate. Just west of that is a long lay of Grand River Valley land that once was the lumbertown of Austerlitz. There is much forgotton and paved-over history there. In the 1980's motorists returning home from Grand Rapids at night told of a woman who stood on the corner of Brewer and Cannonsburg roads she wore no coat, though the weather at the times during which she appeared was always disagreable. She was seen in cold rains and wet snows. This rural area just at the edge of town was not completely desolate so there are no stories of motorists stopping to offer the apparition a ride. As the stories go, she never thumbed or indicated in any way that that she was in distress, she just stood there enduring the elements. Could she have been a live person? Doubtfull, Homes were far enough away from Oakwood that there would have been no reason for a young woman to stand out on that corner late at night in nasty weath with no coat.	Cannonsburg Road	Michigan	MI	-85.5141019	43.0581685	-85.52002399999999	43.0097027	Kent County	39.09595	-75.50461
Kent County	United States	Wolverine World Wide-hh puppy shoes) factory F-sole plant/3rd shift-ghost shift - Known only as shadow man, he stands over employees that are trying to ignore him, he will follow some into the bathroom, he even goes into his own stall, he will follow you to break and pull out a chair to rest then when break is over he will push his chair back to the table, he may even shut off the lights for no reason. Perhaps only a disembodied spirit who can't leave until the jobs done! I wrote a short story and interviewed supervisor and others.	Rockford	Michigan	MI	-85.5600316	43.1200272	-85.52002399999999	43.0097027	Rockford	43.1200272	-85.5600316
Kenton	United States	Cemetery with nothing but white crosses. Only one headstone existing in the middle of all the white crosses. Chainsaws often heard along with screaming. Orbs float in front of parked cars of visitors.	Kitchie Cemetery	Michigan	MI	-88.8173882	46.4980839	-88.89402830000002	46.4854993	Kitchie Cemetery	46.4980839	-88.8173882
Kentwood	United States	A mother and young daughter can be heard talking to each other, and to this day you can see the ghost of a cat hiding in corners, and then quickly dashing off. Curtains move with no windows open. The attic door opens sporadically.	Velvet House	Michigan	MI			-85.64474919999999	42.8694731			
Kewadin	United States	The bar was built in 1932 where it is said that a man hung himself in the basement. At night you can hear foot steps, objects moving and sudden feelings of discomfort, such as on a 80 degree night, you get a brief ice cold draft across your neck. lights go on and off as do the t.v.'s but no one has ever been injured to to these events	Oasis Red Bull Tavern	Michigan	MI	-85.36624239999999	44.9298878	-85.3731257	44.9286137	Lawrence Tavern	18.13742	-76.84736
Kingsford	United States	"Everyone in town knows that this area was hit hard during the depression, and a hobo town was located where K-Mart is now. Well the legend goes that a homeless guy was trying to hitchhike on Pine Mountain Road up to Marquette for work and was hit by a truck. The driver left his body there for someone else to find and by the time someone found him his body was too mutilated and decomposed to identify. Many people report seeing a man after midnight with a long white beard in 20's era clothes trying to flag them down. His eyes are big and white, almost like he's scared. If you happen to see, ""The Hitch"" as we call it he disappears when you look back where he was standing."	Pine Mountain Road	Michigan	MI	-88.0917838	45.8463043	-88.0720706	45.7949561	Kingsford	45.79496	-88.07207
Kingsford	United States	U.P. Investigators has, after doing several investigations of the area,as well as checking city and county records, determined that this one is a hoax. Also, it should be noted that the area in question is located in Iron Mountain, Mi., which is right next to Kingsford. Another thing one should make note of is that these are two relatively small communities, and it is curious that	Pine Mountain Road	Michigan	MI	-88.0917838	45.8463043	-88.0720706	45.7949561	Kingsford	45.79496	-88.07207
Lake Orion	United States	June 2008 Removed. No trespassing, if you are caught trespassing you will have charges brought against you.	Scripps Road	Michigan	MI	-83.23920280000002	42.75223159999999	-83.2396612	42.7844752	Village of Lake Orion	42.78273	-83.24524
Lambertville	United States	Verna Drive - Update: The following reported haunting is a hoax.- The Monroe County Paranormal Society have just investigated this claim and their contacts in the sheriff's department tell them that there has never been such a murder in the entire county, let alone in the quiet of Bedford Township. Also Lambert Estates also has never existed. One also has to wonder how such a horrific tragedy as the game show story never even made it to the local news. - Off Monroe Road in Lambertville, Michigan, there is a subdivision called Lambert Estates. Lambert Estates is mostly made up of a road called Verna Drive. The subdivision was formed in 1957. In the early summer of 1978, Steven Madison, a 33-year-old worker for a glass plant in Toledo, Ohio, walked into a home on Verna Drive and killed an elderly couple with a hammer found in the garage. He then moved into several other houses that night, and killed 7 others. 3 male adults, 1 female adult, 2 male children, and 2 female children. He used a block of firewood to kill a family of 3, a wood saw to kill a young college graduate, and smothered or strangled the other 3. He then went into the woods next to the neighborhood and hung himself from a maple tree. Reports of screams often come from two houses in the neighborhood. In the early July's, residents report a figure of a man walking down the street carrying a piece of firewood wearing a green shirt and jeans that appear to be blood stained. A neighbor once approached the man after seeing him 3 consecutive nights. When the man was asked who he was, he turned and faced the resident with a frightening wide grin and wide eyes. He walked off after not responding and disappeared in the front yard of an residents house. He was also reported seen in the woods, hanging from a tree, when the owner of the woods walked in one evening while walking his dog. He noticed nothing out of the ordinary at first, until when standing under a tree; drops of water fell on him. He looked up and saw him hanging by his neck as if he just died. The water was apparently tears that the man shed. An investigation was conducted to investigate the level of paranormal activity. The investigation was part of a game show where a group of people spent a week in the now abandoned neighborhood, to determine whether it was haunted. By the end of the week, a member of the investigating team disappeared and had not been found until two months later. He was found nearly dead in the glass plant in Toledo wear Steven Madison was employed. To this day the neighborhood remains empty, yet still stands. - June 2008 Update - The first posting for Lambert estates indicates it is abandoned. The update then states that the neighborhood never existed. Actually, not only has it existed, it remains very much occupied to this day. Every house is very well maintained. However, it is not in Temperance, it is in Lambertville, the next town over.	formerly listed in Temperance	Michigan	MI	-83.62601099999999	41.75810800000001	-83.624201	41.75290880000001	Lambertville	40.36594	-74.94294
Lapeer	United States	Supposedly this building which sits alone right off of lake Nepessing used to be a bordello at one point. I've seen a man walking off the dock into the lake, a woman leaning over the platform of the lighthouse, cluttered voices yelling that you leave immediately when walking to the back bathrooms, and an eerie feeling, almost like cold hands wrapping around your neck when near the staircase to the roof.	Castaway's restaurant	Michigan	MI	-83.37995769999999	43.0195709	-83.31883409999999	43.0514161	Castaway's restaurant	43.0195709	-83.37995769999999
Lansing	United States	"There have been four recorded deaths in the building, including a worker when a boom slipped during construction, an elevator maintenance man who was electrocuted, a roofer during the restoration, and A teenage page in the 1880s when he tried to jump between the rails of the grand staircase floor and plunged two floors to his death. The death of the page happened on the ""House"" side of the Capitol."	State Capitol Building	Michigan	MI	-84.55539189999999	42.7336193	-84.5555347	42.732535	State Capitol Building	42.7336193	-84.55539189999999
Lincoln Park	United States	The park is filled with drunk bums and well one day some teenagers saw a bum that was drunk and was walking around saying he was tired. Well then the kids thought it would be funny to see what the bum would do. They kept telling him to do odd things. They told him to stand on the concrete wall that was against the water and walk to the beer well one of the teens bumped him and he fell in drowning. Now if you go at 10:30p.m (the time it happened) you can see the bum walking on the concrete wall.	Council Point Park	Michigan	MI	-83.1615501	42.2350392	-83.1785361	42.2505943	Lincoln Park	42.25059	-83.17854
Lincoln Park	United States	Parts of these old streets has a lot of old (fashion) houses, and old hauntings. The activity has definitely calmed down a lot since the time they were first built. The houses were supposedly built on a old cemetery. Some of the houses would experience really strange things like lights going on and off, the doorbell ringing and no one being there, some people would start off thinking to be home alone, and wind up not. Even through all of this you don't see people moving in and out all of the time.	Old Streets	Michigan	MI	-84.8690475	43.9372364	-83.1785361	42.2505943	Old Streets	43.9372364	-84.8690475
Livonia	United States	At Farmington Grave yard you can see 3 little girls and there dad walking across the street and back at 12 midnight every night.	5 mile and Farmington road	Michigan	MI	-83.373699	42.3970209	-83.35270969999999	42.36837	Town of Farmington	41.72878	-72.84062
Livonia	United States	In the early 1970's the man of the house was going to cut the grass and accidentally fell in a hole in the back yard and the mower ran over him mangling his body to an almost unrecognizable state. It is said by people who live here that they can see him walking late at night pushing the mower and also sitting on the porch with a mysterious look on his face while staring at his arm barely attached to his shoulder. It is said that he mutters incoherently while cutting the grass and sometimes when the grass has gotten too long it is short in the morning because he likes it to look nice.	Almon House	Michigan	MI			-83.35270969999999	42.36837			
Livonia	United States	While walking around the outside of the building you can hear music, voices and moaning coming from one of the windows in the front of the building. While inside the building, witnesses heard screams, moaning, and slamming doors, and reports of severe temperature changes.- November Update: Has Been torn down, but there are reports you can still see ghosts.	Ardmore center	Michigan	MI			-83.35270969999999	42.36837	Ardmore	34.17426	-97.14363
Livonia	United States	Every night at the evening setting for dinner you can hear the evil shrieks of a deceased supervisor named Bree who went crazy in the back office. Employees claim to have had spontaneous bouts of turrets syndrome while working there.	American House	Michigan	MI	-83.37369	42.36624	-83.35270969999999	42.36837	American House	42.36624	-83.37369
Livonia	United States	The halls of the school are haunted by a 16yr old boy who hung himself in the boys bathroom. Reports are that you can hear the sounds of the moaning dieing boy during death.	Franklin High School	Michigan	MI	-83.34537519999999	42.3557663	-83.35270969999999	42.36837	Franklin High School	42.3557663	-83.34537519999999
Livonia	United States	At night if you walk around the nature trails, you are able to hear weird noises and screams. Sometimes in the distance you can notice little girls dressed in white dresses moving around. It has been said that these little girls were killed in the woods and their spirits roam around showing the directions to get out of the woods if your lost. The best time for seeing the girls or hearing the noises is from Fall to Spring time.	Rotary Park Woods	Michigan	MI	-83.36282059999999	42.41347400000001	-83.35270969999999	42.36837	Hot Spring County	34.31763	-92.94601
Lowell	United States	Old abandon house on Bailey. Its windows are all boarded up and all the sheds, and pull barns are falling down behind the house. Teenagers go into the house to get a thrill and to just look at all the stuff that was left behind. No one really knows why the owners just up and left. It is said that there's a bell in the kitchen that is hanging from a light, and if you stand in the dark the bell will start ringing even though there is nothing inside to make it ring. You can also hear footsteps upstairs; Howls, and when you are walking away from the house you can hear a little girl laughing. - May 2008 Update: Burned down.	Bailey House	Michigan	MI			-85.34196089999999	42.9336426			
Luce County	United States	"Angel Lake - At one time there was an old slaughter house down by the lake. It was said to have been a house of ""ill repute"" before it was a slaughter house. When the ladies of the house would accidentally get pregnant they would either force an abortion or miscarry and toss the unborn fetus into the lake. they say the reason it is called angel lake is because the area around the lake is haunted by the spirits of the dead babies."	Newberry	Michigan	MI	-85.50955859999999	46.3549984	-85.513329	46.5827512	Newberry	46.3549984	-85.50955859999999
Luna Pier	United States	A woman about 20 years ago ran a camp for orphans, and she went for a walk down the beach one day and when she came back the camps were burning and all the kids died, and she committed suicide, When You go there around 1 - 2 am, you can here screams and see the kids playing and you can see the women's ghost on the lake. A strange black apparition seems to follow or chase people.	Camp Lady By The Lake	Michigan	MI			-83.442433	41.8069907			
Macomb Twp	United States	On 24 mile and Card road there is a insane asylum in the woods that is haunted. It was built in 1929 and closed down in the early 80's. If you are to go there late at night you can hear screams and glass breaking in the rooms next to you if you enter. Also on the second floor there is light on in the window that is always on and you can see a shadow of a person in a straight jacket in the second floor window.- November Update: Has Been torn down	Insane asylum	Michigan	MI			-82.92864279999999	42.6651965	Card	45.944	1.41134
Mackinac Island	United States	Doors open and close, objects have fallen off of counters, sounds of boxes sliding across the attic floor, figure of a woman looking into bedrooms.	Bailey House	Michigan	MI	-84.6275658	45.8683129	-84.6189339	45.8491796	Bailey House	45.8683129	-84.6275658
Mackinac Island	United States	A little girl with long hair haunts this Bed & Breakfast. You can often hear here playing the Piano. Sometimes guests can see her. She says she wants to go home.	Bogan Lane	Michigan	MI	-84.61233829999999	45.8510096	-84.6189339	45.8491796	Bogan Lane	45.8510096	-84.61233829999999
Mackinac Island	United States	near Mackinac, is supposed to be haunted. Two British soldiers were supposed to have gone AWOL and were slaughtered by Indians on the island. They had walked across the ice and lit a fire to warm themselves. The post commander had put a price on their heads and some natives had tracked them down and killed them.	Bois Balnc Island	Michigan	MI	-84.4162484	45.7487574	-84.6189339	45.8491796	Bois Balnc Island	45.7487574	-84.4162484
Mackinac Island	United States	"has its own ghosts. The children of the post commander are supposed to haunt the officers hill quarters. The hospitals near and in the fort are undoubtedly haunted and are surrounded by an air of sickness to this day. A skeleton was found in the ""Black Hole"" of the guardhouse and now people get the usual chills along their spines in the reconstructed guardhouse. There is supposedly a phantom piper that walks on the stonework above the North Sally Port. He is only sighted on misty mornings and his music can be heard faintly."	Fort Mackinac	Michigan	MI	-84.61739779999999	45.8520988	-84.6189339	45.8491796	Fort Mackinac	45.85307	-84.61782
Mackinac Island	United States	Uncountable skeletons were also unearthed when the foundation was laid for the Grand Hotel which now is supposed to hold many spine tingling feelings. The little horse coral behind the fort is supposedly right where the first post cemetery was. Not all of the bodies were removed when the US moved the cemetery to its present location.	Grand Hotel	Michigan	MI	-84.626205	45.851135	-84.6189339	45.8491796	Grand Hotel	45.851135	-84.626205
Mackinac Island	United States	"Its been said to me that only sometimes when people go over the Mackinac Bridge you can here a little baby crying because the parents had gotten into a accident on the bridge and they went over the side of the bridge and they had a little baby in the car with them. - May 2008 Update – There have been 2 accidents that are listed on Wikipedia 1 in 1989 @ 1 in 1997. Neither accident mentioned a baby. 5 Workers dies on the bridge during its construction. < href="" http://en.wikipedia.org/wiki/Mackinac_Bridge "">http://en.wikipedia.org/wiki/Mackinac_Bridge"	Mackinac Bridge	Michigan	MI	-84.72776549999999	45.817377	-84.6189339	45.8491796	Mackinac Bridge	45.817377	-84.72776549999999
Mackinac Island	United States	Any area of the island that had enough soil as at one time used as a cemetery. When soldiers built a garden in what is now Marquette park they unearthed over 1000 sets of remains. The entire town is haunted.	Marquette Park	Michigan	MI	-84.6167072	45.8509853	-84.6189339	45.8491796	Marquette Park	44.51055	-88.04538
Mackinac Island	United States	When the Mission House (now state employee housing) was built it was at the heart of a Christian mission to convert Indians who lived on the island. When Indian children who were living there became sick with TB they were locked in the cool damp basement because it was thought that this would help them. It didn't. State employees report the ghosts of children all over the basement and first two floors of the house. The attic is less haunted but people feel presences and alarm clocks get tipped over. The forms of children can be seen walking around often at night inside. Reportedly, none of the presences are not hostile.	Mission House	Michigan	MI	-84.605211	45.851374	-84.6189339	45.8491796	Mission House Historical Marker	45.85056	-84.6075
Mackinac Island	United States	Supposedly, a high school student named 'Harvey' had just been dumped by his girlfriend. He was so depressed that he jumped off the bluff behind Mission Point. He became a nuisance; People who worked in the carpenter shop would clean up sawdust, and it would be scattered around the place the next morning as if it had never been touched after work. Also, things would be moved to another place, or disappear. Other sightings included soldiers being seen walking around Mission Point's theatre and other places.	Mission Point	Michigan	MI	-84.605211	45.851374	-84.6189339	45.8491796	Mission Point Baptist Church	35.41176	-94.37355
Mackinac Island	United States	where an unknown woman occasionally weeps in the left rear corner near the graves of some children buried there.	Post Cemetery	Michigan	MI	-84.620735	45.8587269	-84.6189339	45.8491796	Post Cemetery	45.8587269	-84.620735
Mackinac Island	United States	has the sound of bullets fired over 100 years ago and one specter. The specter once appeared to a state employee who later identified him in an old fort photo.	The Rifle range trail	Michigan	MI	-84.6127267	45.8582146	-84.6189339	45.8491796	The Rifle range trail	45.8582146	-84.6127267
Mackinac Island	United States	A little girl haunts the building, along with possibly an old man who (might have) killed her. SHe taps on pipes, and her presence is especially noted in room 33. People who live there and felt her touch them, and change their alarm clocks. One man had his bed sheets all fly off the bed and land in a pile in the middle of the room.	St. Cloud Dormitory	Michigan	MI	-84.6179923	45.8492622	-84.6189339	45.8491796	St. Cloud Dormitory	45.8492622	-84.6179923
Mackinac Island	United States	is supposed to have a ghost. If you have any info please email Haunted Places	Stone Point Cottage	Michigan	MI	-84.6042377	45.85236889999999	-84.6189339	45.8491796	Stone Point Cottage	45.85236889999999	-84.6042377
Mackinac Island	United States	The apparition of Lesalles Griffon is supposed to be sighted once in a while gong through the straits of Mackinac	Straights of Mackinac	Michigan	MI	-84.6275658	45.8683129	-84.6189339	45.8491796	Straights of Mackinac	45.8683129	-84.6275658
Madison Heights	United States	During the early 60's there was a killer loose in Madison Heights. He used to bury his bodies in the landfill which is now a hill used for sledding right next to Lamphere High School. Every once and a while you can hear insane laughter around the school.	Lamphere High School	Michigan	MI	-83.11239499999999	42.521548	-83.1052028	42.4858692	Madison Heights	42.48587	-83.1052
Madison Heights	United States	Every single time you go to the park you will see a little girl at the play ground staring at you if you stare at her for 5 seconds she will disappear. If you go and play at the park she will do anything to keep you away because she believes she owns it to her self. When you go on slides she pushes you down and gets you really scared for you to leave. When you are on a swing you feel somebody pushing you really hard she pushes you really hard you fall of and hurt your self. People say she died by a gun shot at the park on the best day of her life.	Park	Michigan	MI	-83.10105349999999	42.4880996	-83.1052028	42.4858692	Overland Park	38.98223	-94.67079
Manchester	United States	there is the place in the woods off of a remote road outside of Chelsea. It is called Pink Palace. It is an old Victorian style large pink home with dogs as gates. It is very dilapidated and not very stable yet, still stands. It is rumored that Satanists hold meetings there. It has spray paint on the inside walls in Latin and the bathroom upstairs has a tub that seems to have blood all over it. You get a frigid chill as soon as you enter and some say they her voices. In the back is the supposed slaughterhouse.	Pink Palace	Michigan	MI			-84.037723	42.1503177	The Pink Palace Beach Hotel	39.54913	19.8526
Manistee	United States	This theatre is thought to be haunted. Actors and custodians have all experienced such phenomenon as doors closing behind them and lighting fixtures falling to the ground near the stage and throughout the rest of the building. In one promotional picture from a few years ago, the distinct image of the founder, T.J. Ramsdell, appears to be floating in the air near the balcony seats.	Ramsdell Theatre	Michigan	MI	-86.323636	44.245691	-86.324253	44.2444473	Ramsdell Theatre	44.245691	-86.323636
Manitoulin Island	United States	- Drummond Island - Drummond Island is said to be haunted by two ghosts of headless British soldiers. During the War of 1812 there where two British soldiers who went AWOL, and a price was placed on their heads. Two Indians near the fort ran off on snowshoes to pursue the deserters. The deserters had built a fire to warm themselves on Manitoulin Island (in Canada now) and began to doze while sitting by their large blaze. The Indians snuck up behind them and with a few swift chops of their hatchets the soldiers were decapitated. The Indians brought their heads back to the fort and collected their bounty. Now people say sometimes you can see a fire burning on the shore and two headless figures pacing around it. Some people claim to have driven up quite close in their boat and had the whole scene disappear before them.	Formerly listed as Drummond Island	Michigan	MI			-82.0371761	45.7026471	Drummond Island Airport	46.00944	-83.73927
Marine City	United States	The Lighthouse right in town, By Anita's You can see a Figure with a very dim lantern walking up around the outer deck, it is said that when the town was called Newport, the caretaker of the lighthouse died while watching for the ships, his wife found him 3 weeks later.	Lighthouse	Michigan	MI	-82.9277984	42.3454506	-82.492132	42.7194778	Lighthouse	42.3454506	-82.9277984
Marine City	United States	"Once in a great while employees of the kitchen claim that machines will turn on when no one is around, such as mixers, dishwasher, etc. The very rare occasions have pretty much stopped but just recently in the summer of 2003 a radio/C.D. player boombox was said to ""have a mind of it's own"". It started with the volume increasing by it's self over the corse of 5-10 minutes to the point where it was full blast and had to be turned down. But a little while later it would turn it's self up again, blaring loud and causing frusteration among employees. One Sunday morning during a busy breakfast rush, a frusterated employee turned the power button off since it wouldn't stay at a reasonable volume level. Minutes later the radio suddenly turned on loud as can be. The red-faced employee turned it off again, and five minutes later the words ""sugar, sugar, oh honey, honey!"" came blaring out of the speakers (the radio station was placed at 104.3, oldies station). The employee grabbed the radio, unplugged it and sat it underneath a table. This ended the incents for that day and the night crew workers claimed they had no problems with the radio at all after they plugged it in that same night. All week the radio was fine until Sunday morning came. The breakfast buffet near the dining room was getting busy and kitchen workers became busy as well. The radio started turning it's self up again. The same employee from last Sunday battled it for 2 hours having to turn the volume down every 10-15 minutes. Everyone thought it was broken or something. He eventually turned it off and became very frusterated. And about 20 minutes later, the song ""Edge Of Seventeen"" by Stevie Nicks suddenly blared from the radio. The employee stared at the radio shaking his head as workers yelled for him to turn it down. He gritted his teeth, unplugged it, and wrapped the cord around it. It remained silent and still for an hour until it suddenly ""hurled it's self towards him"" but missed him by a few inches and hit the floor. The radio was permanently shot and would not work after this incident. Other strange incidents involved objects disappearing (knives, utinsils, etc.) while employees were just using them seconds earlier. After searching the kitchen for them they would be neatly placed where the cooks had originally placed them. Also, the same employee that dealed with the radio incident claimed that vegetables such as squash, potatoes, etc. would be neatly placed on a cutting board but nobody needed them and would have to be put back. This also occured with other items. One time a 5-gallon jug of milk was found sitting on a table in the kitchen. After checking the milk machine it was full with milk. He asked around if anyone got the milk out. Puzzled, the waitresses said no. He placed the milk jug back in the walk in refrigerator. He began chopping up some vegetables when all of the sudden an entire shelf of pizza pans (about 15 inches wide and 30 inches high) fell spreading loud bobbling pizza pans all over the floor. Seconds later 3 metal hotel pans fell off a shelf causing a he racket. The frusterated employee walked out, but returned the next day for work. This was like the grand finale for the poltergeist, if it even was a poltergeist, because nothing has happened since for several months. These events started out of the blue and only lasted two weeks and then abruptly stopped. Even before they occured nothing unusual ever happened there for years."	Riviera Restaurant	Michigan	MI	-82.49271159999999	42.7146215	-82.492132	42.7194778	Riviera District	46.30926	8.98148
Marcellus	United States	Years ago there was a house that sat back in the wood and they had a lot of horses the name of the family we the Morrises. One night a man on a black horse came up to the families home and shot the 2 kids, the mother, the father, and the maid then he rode off and stole one of their horses. They were buried in the Anderson Cemetery to this day the headstone still is there and on the night of the murder the headstone glows.	Anderson Cemetery	Michigan	MI	-85.8967468	42.0762436	-85.81555759999999	42.0258779	Anderson Cemetery	42.0762436	-85.8967468
Marquette	United States	There have been two sightings of a man in the residence part of the house..	Big Bay Point Lighthouse	Michigan	MI	-87.679969	46.841653	-87.39559539999999	46.5475825	Big Bay	46.81576	-87.72846
Marquette	United States	there is an old orphanage on fisher street that is haunted, it is said that children were beaten and killed in this orphanage also a nun once beat a boy so badly that he died and a funeral service was held for him in the basement only for the children and faculty. The nun did not want to be punished for killing the boy so she had him buried in the nearby cemetery, if you go into the basement late at night you can see the boy laying in the coffin and a green light around it.	Old City Orphanage	Michigan	MI	-87.40418489999999	46.53997560000001	-87.39559539999999	46.5475825	Old City	15.3551	44.2145
Marquette	United States	A room in the hotel is believed to be haunted by Amelia Earhart.	Landmark Inn	Michigan	MI	-87.3920529	46.5447206	-87.39559539999999	46.5475825	Landmark Inn	46.5447206	-87.3920529
Marquette	United States	"John X. Jamrich Building room 102 Control Room - Several people have seen the face of a young woman in the window of the control room, part of a large lecture room used by Northern Michigan University to show films on campus. A ""shadowlike"" face has been seen in the window of the control room during film showings on several occasions in the past two years. Also, the face has been seen twice by students cleaning up the room after a film event. The room is very small and is used for storage, but has also been a place where nursing students recorded their names on the wall before graduation. The rumor, by students, is that the face belongs to a former nursing student who remains to look after the wall."	Northern Michigan University	Michigan	MI	-87.4044868	46.55960320000001	-87.39559539999999	46.5475825	Northern Michigan University	46.55960320000001	-87.4044868
Marquette	United States	Halverson Hall room 304 - It has been rumored that a ghost has been sited in room 304 of Halverson hall at Northern Michigan University. It was believed that the person hung themselves from their loft.	Northern Michigan University	Michigan	MI	-87.4044868	46.55960320000001	-87.39559539999999	46.5475825	McLaren Northern Michigan Hospital	45.37328	-84.96891
Marquette	United States	Music Building - The ghost reported in the Forest Roberts theater elevator can not be because the theater has no elevator! The music building does, however, and it is where a janitor named Perry had a heart attack in the 60's. The elevator moves up and down on its own at all hours. It has even been recorded at midnight and later when nobody else has been near the building but music students practicing.	Northern Michigan University	Michigan	MI	-87.4044868	46.55960320000001	-87.39559539999999	46.5475825	Northern Michigan University	46.55960320000001	-87.4044868
Marquette	United States	The Forrest Roberts Theatre -  is inhabited by an old janitor (believed to be named Perry) who died of a heart attack in the elevator at the adjoining building, Thomas Fine Arts Building. He has been seen by dozens of people in various parts of this theatre.	Northern Michigan University	Michigan	MI	-87.4044868	46.55960320000001	-87.39559539999999	46.5475825	Northern Michigan University	46.55960320000001	-87.4044868
Marquette	United States	Thomas Fine Arts Building - The Forrest Roberts theater and Thomas fine arts building are connected by a service corridor. The elevator moves it's self from floor to floor empty as if being called. It only does this at night. It has also stopped for several seconds while people were using it in the day. It is believed that Perry haunts both buildings, and possibly even the McClintoc building, which is also connected.	Northern Michigan University	Michigan	MI	-87.4044868	46.55960320000001	-87.39559539999999	46.5475825	Northern Michigan University	46.55960320000001	-87.4044868
Marquette	United States	Residents near the building say that children were beaten and killed in the orphanage. One story was that a little girl went outside to play during a winter blizzard and got pneumonia. She later died from that and her body was displayed in the front lobby as an example of what happens when the kids play outside. People have seen figures inside the house and heard mysterious sounds of children from inside. The 6 story orphanage still stands today with half the windows and all the doors boarded up.	Old Children's Orphanage	Michigan	MI	-87.40418489999999	46.53997560000001	-87.39559539999999	46.5475825	Old Children's Orphanage	46.53997560000001	-87.40418489999999
Marquette	United States	The Shamrock, on Front Street, is reported haunted. The building was built in the late 1800's, and was originally a furniture store doubling as a funeral home. It was common for furniture makers to build caskets years ago. The building was converted to a bar years later (I think the 1930's). Most of the hauntings are late at night, after the bar has closed.	Shamrock Pub	Michigan	MI	-87.3920529	46.5447206	-87.39559539999999	46.5475825	Shamrock Pub	46.5447206	-87.3920529
Mason/Dansville	United States	At the end of seven Galbles rd.(found off Dexter trail+ Meridian) there is a gate that leads to a old home said to have been burned down with the family of 6 hung by the gables of the house. The Killer than killed himself and set fire to the house. A young girl is said to be playing in the trees. It is also said that someone was unexplainably choked by a force unseen. Many have drowned there do to the Hidden lake that is on the way to the ruins of the home	Seven Gables	Michigan	MI			-84.2978241	42.5558494	Seven Gables Park	41.84031	-88.10701
Meadville	United States	Old river road is a dangerous curvy road that is along the banks of the Hommochitto River. The road is a short cut to Franklin County High School, that many students take to go to school. The legend has it that in the 1950's a couple was returning home from a football game on a motorcycle and they did not see a sharp curve in the road and wrecked. Both died and the girl got decapitated. Every night at exactly 12:00 the boyfriend rides downs the road searching for his girlfriends head that he will never find...	Old River Road	Michigan	MI			-80.44647959999999	41.6532364	Vancleave Volunteer Fire Department Old River Road Station	30.57063	-88.65138
Memphis	United States	"If you take M-19 (Van Dyke Rd.) and follow it through Richmond to Memphis, the cemetery is on the right side. It is a small cemetery, but there is a narrow dirt road that runs through. At the very back center of the cemetery there is a huge black marble stone called the ""witch's ball"". If you get close enough you can see faces and shadows in the stone, just like a crystal ball. Voices have been heard and apparitions have been seen there too."	Memphis Cemetery	Michigan	MI	-82.7687596	42.8795638	-82.7688134	42.8964179	City of Memphis	34.72673	-100.54166
Metamora	United States	people say that blood road is haunted.  Supposedly murders and violence happened there a long time ago and if you go down that street at night you will see and hear things that shouldn't be there.	blood road	Michigan	MI	-83.2824897	42.915599	-83.2891092	42.9414173	blood road	42.915599	-83.2824897
Metamora	United States	it is said that many drunken men were killed in a small fire that took place in the front section of the bar, along with one bar maid.  Evidently to this day when guests come and eat or stay at the inn they hear the screams and moans of the men and lady that tried to escape during the fire.	White Horse Inn	Michigan	MI	-83.288821	42.941807	-83.2891092	42.9414173	White Horse Inn	42.941807	-83.288821
Michigan Center	United States	When you go in to the auditorium alone the lights will shut off and dark spots will appear and strange sounds will be heard.	Michigan Center Jr. High School	Michigan	MI	-84.3386076	42.2237071	-84.3271772	42.2330917	Michigan	44.25029	-85.50033
Middleville	United States	A young girl about 13 years old is said to be walking along the road and is to be searching for something she has lost. She has been said to died 20 years ago.	Shaw Lake Rd.	Michigan	MI	-85.4815854	42.6752607	-85.4619599	42.7130889	Shaw Lake Rd.	42.6752607	-85.4815854
midland	United States	5 years ago a married man with 2 children came out of the closet. his wife wanted a divorce because of this, and he was devastated at potentially losing his kids. He was a very religious man, as many midlanders are, and also mentally instable. He thought that the only way that they could be together forever would be if they were all dead, so one night when he was leaving Bennegains with what may have been his last dinner with custody of his children, he stopped the car in the middle of the parking lot and broke down crying. He then locked the doors and shot his two children, then himself. Now at night in the parking lot, you can see a man and a little boy and girl walking out the door then vanish. If you honk your horn 3 times at around 7:15 then close your eyes and open them again, a car will appear facing you head on with a man crying blood in the front seat, then vanish in a big green flash. Many orbs have been spotted too.	Bennegan's parking lot	Michigan	MI	-84.2478002	43.6578807	-84.2472116	43.6155825	Bennegan's parking lot	43.6578807	-84.2478002
